Participant ID,Trial Number,Response,Correctness, Start Timestamp, End Timestamp
5,1,left,true,2023-09-19 10:54:47.266,2023-09-19 10:54:56.549
5,2,right,true,2023-09-19 10:55:13.587,2023-09-19 10:55:25.792
5,3,right,false,2023-09-19 10:55:42.829,2023-09-19 10:55:54.357
5,4,left,false,2023-09-19 10:56:11.394,2023-09-19 10:56:27.197
5,5,left,false,2023-09-19 10:56:44.235,2023-09-19 10:56:58.998
5,6,left,true,2023-09-19 10:57:16.032,2023-09-19 10:57:19.727
5,7,left,true,2023-09-19 10:57:36.766,2023-09-19 10:57:43.760
5,8,right,true,2023-09-19 10:58:00.798,2023-09-19 10:58:09.158
5,9,left,true,2023-09-19 10:58:26.185,2023-09-19 10:58:30.367
5,10,right,true,2023-09-19 10:58:47.405,2023-09-19 10:59:02.166
5,11,left,false,2023-09-19 10:59:19.202,2023-09-19 10:59:22.863
5,12,right,false,2023-09-19 10:59:39.902,2023-09-19 10:59:55.150
5,13,left,true,2023-09-19 11:00:12.188,2023-09-19 11:00:16.483
5,14,right,true,2023-09-19 11:00:33.521,2023-09-19 11:00:40.582
5,15,left,true,2023-09-19 11:00:57.619,2023-09-19 11:01:06.623
5,16,right,true,2023-09-19 11:04:26.684,2023-09-19 11:04:34.579
5,17,left,true,2023-09-19 11:04:51.616,2023-09-19 11:04:55.287
5,18,left,false,2023-09-19 11:05:12.324,2023-09-19 11:05:21.773
5,19,right,true,2023-09-19 11:05:38.814,2023-09-19 11:05:42.583
5,20,left,true,2023-09-19 11:05:59.621,2023-09-19 11:06:10.515
5,21,right,false,2023-09-19 11:06:27.553,2023-09-19 11:06:36.236
5,22,left,true,2023-09-19 11:06:53.274,2023-09-19 11:07:03.901
5,23,left,true,2023-09-19 11:07:20.938,2023-09-19 11:07:35.899
5,24,right,true,2023-09-19 11:07:52.937,2023-09-19 11:07:58.932
5,25,left,false,2023-09-19 11:08:15.968,2023-09-19 11:08:22.284
5,26,right,false,2023-09-19 11:08:39.323,2023-09-19 11:08:47.651
5,27,left,false,2023-09-19 11:09:04.687,2023-09-19 11:09:11.772
5,28,left,true,2023-09-19 11:09:28.807,2023-09-19 11:09:37.380
5,29,left,false,2023-09-19 11:09:54.418,2023-09-19 11:10:10.622
5,30,left,true,2023-09-19 11:10:27.661,2023-09-19 11:10:35.098
5,31,left,false,2023-09-19 11:12:19.454,2023-09-19 11:12:30.115
5,32,right,true,2023-09-19 11:12:47.151,2023-09-19 11:12:54.212
5,33,right,false,2023-09-19 11:13:11.250,2023-09-19 11:13:15.945
5,34,right,true,2023-09-19 11:13:32.982,2023-09-19 11:13:42.541
5,35,right,false,2023-09-19 11:13:59.569,2023-09-19 11:14:07.651
5,36,left,true,2023-09-19 11:14:24.689,2023-09-19 11:14:30.528
5,37,left,true,2023-09-19 11:14:47.564,2023-09-19 11:14:58.191
5,38,right,true,2023-09-19 11:15:15.230,2023-09-19 11:15:21.391
5,39,right,true,2023-09-19 11:15:38.428,2023-09-19 11:15:49.700
5,40,left,false,2023-09-19 11:16:06.736,2023-09-19 11:16:19.175
5,41,left,true,2023-09-19 11:16:36.213,2023-09-19 11:16:40.365
5,42,left,true,2023-09-19 11:16:57.400,2023-09-19 11:17:10.527
